orig_filename,new_filename
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN1/2024_7_2_15_23_39_A1_RUN1.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN1/2024_7_2_15_23_39_A1_RUN1_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_1_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN1/2024_7_2_15_23_39_A1_RUN1_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_1_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN1/2024_7_2_15_23_39_A1_RUN1_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_1_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN2/2024_7_2_15_26_32_A1_RUN2.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_2.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN2/2024_7_2_15_26_32_A1_RUN2_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_2_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN2/2024_7_2_15_26_32_A1_RUN2_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_2_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN2/2024_7_2_15_26_32_A1_RUN2_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_2_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN3/2024_7_2_15_29_24_A1_RUN3.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_3.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN3/2024_7_2_15_29_24_A1_RUN3_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_3_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240702_9_PEGMEA_1_PEGDA_0to15_Aerosil380_10_LiTFSI_100ppm_Inhibitor/07022024_A3_RUN3/2024_7_2_15_29_24_A1_RUN3_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\07022024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_LiTFSI_A3_RUN_3_C01.mpr"
