orig_filename,new_filename
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN1/2024_8_8_18_56_59_A1_RUN1.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN1/2024_8_8_18_56_59_A1_RUN1_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_1_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN1/2024_8_8_18_56_59_A1_RUN1_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_1_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN1/2024_8_8_18_56_59_A1_RUN1_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_1_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN2/2024_8_8_18_59_51_A1_RUN2.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_2.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN2/2024_8_8_18_59_51_A1_RUN2_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_2_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN2/2024_8_8_18_59_51_A1_RUN2_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_2_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN2/2024_8_8_18_59_51_A1_RUN2_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_2_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN3/2024_8_8_19_2_43_A1_RUN3.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_3.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN3/2024_8_8_19_2_43_A1_RUN3_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_3_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN3/2024_8_8_19_2_43_A1_RUN3_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_3_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN3/2024_8_8_19_2_43_A1_RUN3_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_3_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN4/2024_8_8_19_5_35_A1_RUN4.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_4.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN4/2024_8_8_19_5_35_A1_RUN4_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_4_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN4/2024_8_8_19_5_35_A1_RUN4_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_4_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A3_RUN4/2024_8_8_19_5_35_A1_RUN4_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A3_RUN_4_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A4_RUN1/2024_8_8_20_29_4_A2_RUN1.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A4_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A4_RUN1/2024_8_8_20_29_4_A2_RUN1_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A4_RUN_1_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240808_9_PEGMEA_1_PEGDA_7p5_Aerosil380_0to30_LiTFSI_100ppm_Inhibitor/08082024_A4_RUN1/2024_8_8_20_29_4_A2_RUN1_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\08082024_9_PEGMEA_1_PEGDA_7,5_Aerosil380_30,00_LiTFSI_A4_RUN_1_C01.mpr"
